Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock_Name,Adjusted_Date,open_next_day,open_close_diff,close_next_open_diff,open_next_open_diff,Label
2024-09-18 00:00:00+05:30,2976.0,2984.75,2935.0,2956.300048828125,831891,0.0,0.0,ADANIENT.NS,2024-09-18,2975.050048828125,-19.699951171875,18.75,-0.949951171875,1
2024-09-19 00:00:00+05:30,2975.050048828125,2975.25,2890.35009765625,2943.14990234375,1655401,0.0,0.0,ADANIENT.NS,2024-09-19,2948.14990234375,-31.900146484375,5.0,-26.900146484375,1
2024-09-20 00:00:00+05:30,2948.14990234375,3025.0,2942.050048828125,3008.5,1787210,0.0,0.0,ADANIENT.NS,2024-09-20,3020.0,60.35009765625,11.5,71.85009765625,1
2024-09-23 00:00:00+05:30,3020.0,3070.0,3015.25,3043.949951171875,897314,0.0,0.0,ADANIENT.NS,2024-09-23,3055.0,23.949951171875,11.050048828125,35.0,1
2024-09-24 00:00:00+05:30,3055.0,3101.0,3040.25,3093.89990234375,1021918,0.0,0.0,ADANIENT.NS,2024-09-24,3108.0,38.89990234375,14.10009765625,53.0,1
2024-09-25 00:00:00+05:30,3108.0,3123.89990234375,3080.199951171875,3105.10009765625,913008,0.0,0.0,ADANIENT.NS,2024-09-25,3085.0,-2.89990234375,-20.10009765625,-23.0,-1
2024-09-26 00:00:00+05:30,3085.0,3148.0,3085.0,3122.64990234375,1548019,0.0,0.0,ADANIENT.NS,2024-09-26,3122.0,37.64990234375,-0.64990234375,37.0,1
2024-09-27 00:00:00+05:30,3122.0,3179.0,3116.0,3130.300048828125,2297441,0.0,0.0,ADANIENT.NS,2024-09-27,3129.0,8.300048828125,-1.300048828125,7.0,1
2024-09-30 00:00:00+05:30,3129.0,3209.89990234375,3120.39990234375,3135.85009765625,1607429,0.0,0.0,ADANIENT.NS,2024-09-30,3136.300048828125,6.85009765625,0.449951171875,7.300048828125,1
2024-10-01 00:00:00+05:30,3136.300048828125,3192.0,3107.0,3186.10009765625,1367116,0.0,0.0,ADANIENT.NS,2024-10-01,3150.0,49.800048828125,-36.10009765625,13.699951171875,-1
2024-10-03 00:00:00+05:30,3150.0,3196.35009765625,3084.10009765625,3116.0,1309703,0.0,0.0,ADANIENT.NS,2024-10-03,3119.89990234375,-34.0,3.89990234375,-30.10009765625,1
2024-10-04 00:00:00+05:30,3119.89990234375,3149.5,3070.0,3110.64990234375,987583,0.0,0.0,ADANIENT.NS,2024-10-04,3110.64990234375,-9.25,0.0,-9.25,-1
2024-10-07 00:00:00+05:30,3110.64990234375,3128.5,2980.449951171875,3018.0,1743454,0.0,0.0,ADANIENT.NS,2024-10-07,3018.5,-92.64990234375,0.5,-92.14990234375,-1
2024-10-08 00:00:00+05:30,3018.5,3170.0,2994.85009765625,3160.699951171875,1776511,0.0,0.0,ADANIENT.NS,2024-10-08,3175.0,142.199951171875,14.300048828125,156.5,1
2024-10-09 00:00:00+05:30,3175.0,3179.949951171875,3134.39990234375,3153.75,897335,0.0,0.0,ADANIENT.NS,2024-10-09,3140.0,-21.25,-13.75,-35.0,-1
2024-10-10 00:00:00+05:30,3140.0,3211.0,3056.10009765625,3174.199951171875,2905725,0.0,0.0,ADANIENT.NS,2024-10-10,3174.199951171875,34.199951171875,0.0,34.199951171875,1
2024-10-11 00:00:00+05:30,3174.199951171875,3190.0,3116.0,3137.199951171875,1035260,0.0,0.0,ADANIENT.NS,2024-10-11,3145.0,-37.0,7.800048828125,-29.199951171875,1
2024-10-14 00:00:00+05:30,3145.0,3150.10009765625,3092.85009765625,3101.10009765625,437728,0.0,0.0,ADANIENT.NS,2024-10-14,3124.0,-43.89990234375,22.89990234375,-21.0,1
2024-10-15 00:00:00+05:30,3124.0,3128.0,3091.5,3104.699951171875,371613,0.0,0.0,ADANIENT.NS,2024-10-15,3098.0,-19.300048828125,-6.699951171875,-26.0,-1
2024-10-16 00:00:00+05:30,3098.0,3115.39990234375,3061.0,3085.89990234375,543476,0.0,0.0,ADANIENT.NS,2024-10-16,3089.949951171875,-12.10009765625,4.050048828125,-8.050048828125,1
2024-10-17 00:00:00+05:30,3089.949951171875,3100.0,2993.0,3013.75,2655289,0.0,0.0,ADANIENT.NS,2024-10-17,2990.0,-76.199951171875,-23.75,-99.949951171875,-1
2024-10-18 00:00:00+05:30,2990.0,3031.699951171875,2968.10009765625,3002.0,796339,0.0,0.0,ADANIENT.NS,2024-10-18,3005.14990234375,12.0,3.14990234375,15.14990234375,1
2024-10-21 00:00:00+05:30,3005.14990234375,3014.949951171875,2916.949951171875,2937.64990234375,1051690,0.0,0.0,ADANIENT.NS,2024-10-21,2938.0,-67.5,0.35009765625,-67.14990234375,-1
2024-10-22 00:00:00+05:30,2938.0,2955.0,2818.0,2823.800048828125,1209732,0.0,0.0,ADANIENT.NS,2024-10-22,2840.85009765625,-114.199951171875,17.050048828125,-97.14990234375,1
2024-10-23 00:00:00+05:30,2840.85009765625,2879.0,2820.10009765625,2835.550048828125,1270530,0.0,0.0,ADANIENT.NS,2024-10-23,2841.050048828125,-5.300048828125,5.5,0.199951171875,1
